Rank,Player,Team,Position,Pass Yds,Pass TDs,Rush Yds,Rush TDs,Rec,Rec Yds,Rec TDs,Fum Lost,Pts
342,"Norwood, Jordan",DEN,WR,0.0,0.0,0.0,0.0,22.1,199.8,0.0,0.0,20.0
343,"Todman, Jordan",IND,RB,0.0,0.0,125.0,0.0,9.0,75.0,0.0,0.0,19.9
344,"Williams, Damien",MIA,RB,0.0,0.0,83.3,0.0,17.2,121.8,0.2,0.9,19.8
345,"Taliaferro, Lorenzo",BAL,RB,0.0,0.0,144.8,0.1,4.3,42.2,0.0,0.0,19.2
346,"Welker, Wes",RAM,WR,0.0,0.0,0.0,0.0,21.2,192.0,0.0,0.0,19.2
347,"Anderson, Robby",NYJ,WR,0.0,0.0,0.0,0.0,15.6,191.4,0.0,0.0,19.1
348,"Goodwin, Marquise",BUF,WR,0.0,0.0,5.0,0.0,21.1,202.6,0.0,1.0,18.8
349,"Ervin, Tyler",HOU,RB,0.0,0.0,133.6,0.0,4.8,49.1,0.0,0.0,18.3
350,"Jones, T.J.",FA,WR,0.0,0.0,-0.1,0.0,13.9,164.8,0.3,0.1,18.1
351,"Bell, Blake",SFO,TE,0.0,0.0,0.0,0.0,14.7,181.3,0.0,0.0,18.1
352,"Cassel, Matt",TEN,QB,357.4,1.3,23.3,0.8,0.0,0.0,0.0,1.4,18.1
353,"Cadet, Travaris",FA,RB,0.0,0.0,25.7,0.0,16.0,161.7,0.2,1.0,17.8
354,"Ellison, Rhett",MIN,TE,0.0,0.0,0.0,0.0,12.7,127.7,0.8,0.0,17.4
355,"Kerley, Jeremy",SFO,WR,0.0,0.0,0.0,0.0,9.2,131.3,0.6,0.0,16.9
356,"Ward, Terron",ATL,RB,0.0,0.0,71.3,0.2,10.9,71.5,0.2,0.0,16.9
357,"Lee, Khari",CHI,TE,0.0,0.0,0.0,0.0,11.0,96.8,1.1,0.0,16.4
358,"Smith, Devin",NYJ,WR,0.0,0.0,0.0,0.0,11.9,134.9,0.5,0.2,15.9
359,"Cobb, David",FA,RB,0.0,0.0,135.6,0.4,0.0,0.0,0.0,0.0,15.9
360,"Butler, Jeremy",FA,WR,0.0,0.0,0.0,0.0,14.0,185.0,0.0,1.4,15.8
361,"Kessler, Cody",CLE,QB,535.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,15.2
362,"Farrow, Kenneth",SDC,RB,0.0,0.0,133.3,0.0,5.5,41.7,0.0,1.1,15.2
363,"Jones, Taiwan",OAK,RB,0.0,0.0,63.2,0.0,10.5,105.3,0.1,1.2,15.2
364,"Savage, Tom",HOU,QB,305.0,1.3,42.3,0.0,0.0,0.0,0.0,0.0,15.1
365,"Fiedorowicz, C.J.",HOU,TE,0.0,0.0,0.0,0.0,12.5,111.6,0.6,0.1,14.7
366,"Dunbar, Lance",DAL,RB,0.0,0.0,49.1,0.0,9.3,94.0,0.0,0.0,14.3
367,"Doctson, Josh",WAS,WR,0.0,0.0,0.0,0.0,9.2,124.7,0.2,0.0,13.7
368,"Avant, Jason",KCC,WR,0.0,0.0,0.0,0.0,15.4,133.8,0.0,0.0,13.4
369,"Richard, Jalen",OAK,RB,0.0,0.0,70.1,0.0,11.2,61.9,0.0,0.0,13.2
370,"Ferguson, Josh",IND,RB,0.0,0.0,75.0,0.0,6.0,55.0,0.0,0.0,13.0
371,"Clemens, Kellen",SDC,QB,116.1,2.1,-3.8,0.0,0.0,0.0,0.0,0.0,12.8
372,"Carrier, Derek",WAS,TE,0.0,0.0,0.0,0.0,12.7,113.3,0.3,0.1,12.7
373,"Fells, Daniel",NYG,TE,0.0,0.0,0.0,0.0,10.3,106.7,0.3,0.0,12.7
374,"Hill, Shaun",MIN,QB,316.5,1.1,-9.6,0.0,0.0,0.0,0.0,0.2,12.5
375,"Quick, Brian",RAM,WR,0.0,0.0,0.0,0.0,11.6,122.0,0.0,0.0,12.2
376,"Smith, Lee",OAK,TE,0.0,0.0,0.0,0.0,11.9,80.1,0.7,0.0,12.0
377,"Nassib, Ryan",NYG,QB,102.2,2.2,-9.3,0.0,0.0,0.0,0.0,0.0,12.0
378,"DiMarco, Patrick",ATL,RB,0.0,0.0,0.0,0.0,10.2,94.1,0.4,0.0,11.9
379,"Meredith, Cameron",CHI,WR,0.0,0.0,0.0,0.0,11.0,116.4,0.0,0.0,11.6
380,"Tolzien, Scott",IND,QB,270.6,1.3,-3.4,0.0,0.0,0.0,0.0,0.0,11.6
381,"Kuhn, John",NOR,RB,0.0,0.0,24.2,1.1,3.4,27.4,0.0,0.0,11.5
382,"Mallett, Ryan",BAL,QB,294.9,0.6,2.4,0.0,0.0,0.0,0.0,0.0,11.5
383,"Davis, Kellen",NYJ,TE,0.0,0.0,0.0,0.0,4.7,52.1,1.0,0.0,11.4
384,"Roberts, Andre",DET,WR,0.0,0.0,0.0,0.0,9.6,113.8,0.0,0.0,11.3
385,"Bray, Quan",IND,WR,0.0,0.0,0.2,0.0,11.3,118.2,0.0,0.4,11.1
386,"Dobson, Aaron",FA,WR,0.0,0.0,0.0,0.0,10.2,109.3,0.0,0.0,10.9
387,"Hamlett, Connor",FA,TE,0.0,0.0,0.0,0.0,9.7,108.9,0.0,0.0,10.9
388,"Caldwell, Andre",DET,WR,0.0,0.0,3.1,0.0,4.5,44.3,1.0,0.0,10.9
389,"Davis, Knile",KCC,RB,0.0,0.0,81.9,0.2,3.6,29.3,0.0,0.7,10.8
390,"Herron, Dan",FA,RB,0.0,0.0,68.6,0.0,7.4,38.4,0.0,0.0,10.7
391,"Wick, Cole",DET,TE,0.0,0.0,0.0,0.0,9.8,87.9,0.3,0.0,10.5
392,"Burks, Brandon",GBP,RB,0.0,0.0,65.3,0.0,4.7,37.6,0.0,0.0,10.4
393,"Whitehead, Lucky",DAL,WR,0.0,0.0,79.9,0.0,7.1,36.2,0.0,0.6,10.3
394,"Salas, Greg",BUF,WR,0.0,0.0,-1.0,0.0,6.0,103.0,0.0,0.0,10.2
395,"Clay, Kaelin",BAL,WR,0.0,0.0,0.0,0.0,9.2,101.3,0.0,0.0,10.1
396,"Weems, Eric",ATL,WR,0.0,0.0,4.3,0.0,3.6,14.7,1.3,0.0,9.9
397,"Henne, Chad",JAC,QB,165.9,0.9,15.1,0.0,0.0,0.0,0.0,0.0,9.9
398,"Shepard, Russell",TBB,WR,0.0,0.0,0.0,0.0,3.6,48.2,0.8,0.0,9.7
399,"Manuel, E.J.",BUF,QB,145.7,0.7,12.7,0.0,0.0,0.0,0.0,0.0,9.7
400,"Escobar, Gavin",DAL,TE,0.0,0.0,0.0,0.0,6.6,67.0,0.7,0.7,9.7
401,"Harbor, Clay",NEP,TE,0.0,0.0,0.0,0.0,7.6,75.6,0.0,0.0,9.6
402,"Whalen, Griff",MIA,WR,0.0,0.0,0.0,0.0,7.0,63.3,0.8,0.8,9.5
403,"Brown, Bryce",SEA,RB,0.0,0.0,71.0,0.3,0.0,0.0,0.0,0.0,9.2
404,"Latimer, Cody",DEN,WR,0.0,0.0,-3.6,0.0,8.0,88.0,0.1,0.0,9.1
405,"Higgins, Rashard",CLE,WR,0.0,0.0,-1.8,0.0,7.2,91.8,0.0,0.1,8.8
406,"Fuller, Corey",DET,WR,0.0,0.0,0.0,0.0,4.9,83.0,0.2,0.2,8.8
407,"Ross, Rashad",WAS,WR,0.0,0.0,0.0,0.0,4.8,75.9,0.2,0.0,8.6
408,"Jones, Landry",PIT,QB,460.9,1.2,5.7,0.0,0.0,0.0,0.0,0.8,8.5
409,"Hunt, Akeem",FA,RB,0.0,0.0,70.9,0.0,4.1,12.9,0.0,0.0,8.4
410,"Janis, Jeff",GBP,WR,0.0,0.0,0.0,0.0,3.5,69.1,0.2,0.0,8.2
411,"Paul, Niles",WAS,TE,0.0,0.0,0.0,0.0,9.2,79.5,0.0,0.0,8.0
412,"Perillo, Justin",GBP,TE,0.0,0.0,0.0,0.0,8.3,63.5,0.2,0.0,7.7
413,"Thompson, Juwan",FA,RB,0.0,0.0,36.1,0.0,3.4,40.8,0.0,0.0,7.7
414,"Supernaw, Phillip",TEN,TE,0.0,0.0,0.0,0.0,9.8,110.0,0.0,1.7,7.6
415,"Sudfeld, Zach",FA,TE,0.0,0.0,0.0,0.0,4.2,75.1,0.0,0.0,7.5
416,"Easley, Marcus",BUF,WR,0.0,0.0,0.0,0.0,1.9,37.2,0.6,0.0,7.5
417,"Brown, Malcolm",RAM,RB,0.0,0.0,65.9,0.0,6.5,8.7,0.0,0.0,7.4
418,"Hanna, James",DAL,TE,0.0,0.0,0.0,0.0,7.2,75.7,0.0,0.2,7.3
419,"Mumphery, Keith",HOU,WR,0.0,0.0,0.0,0.0,8.6,71.7,0.0,0.0,7.2
420,"Gaskins, Kendall",FA,RB,0.0,0.0,34.2,0.0,4.2,36.0,0.0,0.0,7.0
421,"Street, Devin",FA,WR,0.0,0.0,0.0,0.0,4.0,54.4,0.3,0.0,7.0
422,"Niklas, Troy",ARZ,TE,0.0,0.0,0.0,0.0,3.0,33.3,0.6,0.0,6.8
423,"Phillips, John",DEN,TE,0.0,0.0,0.0,0.0,4.1,32.7,0.6,0.0,6.6
424,"Stoneburner, Jake",FA,TE,0.0,0.0,0.0,0.0,1.7,15.2,0.8,0.0,6.6
425,"Dray, Jim",BUF,TE,0.0,0.0,0.0,0.0,5.2,62.3,0.0,0.0,6.2
426,"Bersin, Brenton",CAR,WR,0.0,0.0,0.0,0.0,7.0,86.4,0.0,1.2,6.2
427,"Cunningham, Jerome",FA,TE,0.0,0.0,0.0,0.0,8.1,61.1,0.0,0.0,6.1
428,"Jacobs, Nic",FA,TE,0.0,0.0,0.0,0.0,5.0,58.9,0.0,0.0,5.9
429,"Peerman, Cedric",CIN,RB,0.0,0.0,21.0,0.0,4.7,41.2,0.0,0.2,5.8
430,"Stanton, Drew",ARZ,QB,277.5,0.3,-11.6,0.0,0.0,0.0,0.0,0.0,5.5
431,"Marquez, Bradley",RAM,WR,0.0,0.0,0.0,0.0,8.9,55.0,0.0,0.0,5.5
432,"Stocker, Luke",TBB,TE,0.0,0.0,0.0,0.0,8.3,47.7,0.1,0.0,5.5
433,"Hundley, Brett",GBP,QB,225.0,0.0,-18.4,0.0,0.0,0.0,0.0,0.0,5.4
434,"Pitta, Dennis",BAL,TE,0.0,0.0,0.0,0.0,6.8,53.8,0.0,0.0,5.4
435,"Hooper, Austin",ATL,TE,0.0,0.0,0.0,0.0,5.0,51.6,0.0,0.0,5.2
436,"Barner, Kenjon",PHI,RB,0.0,0.0,30.2,0.4,0.0,0.0,0.0,0.4,4.9
437,"Paulsen, Logan",FA,TE,0.0,0.0,0.0,0.0,3.6,29.6,0.3,0.0,4.9
438,"James, Mike",TBB,RB,0.0,0.0,43.4,0.0,3.3,11.4,0.0,0.4,4.8
439,"Pressley, Jhurell",FA,RB,0.0,0.0,18.6,0.0,4.6,27.4,0.0,0.0,4.6
440,"Boyle, Nick",BAL,TE,0.0,0.0,0.0,0.0,4.1,45.7,0.0,0.0,4.6
441,"O'Shaughnessy, James",KCC,TE,0.0,0.0,0.0,0.0,3.9,45.6,0.0,0.0,4.6
442,"Wilds, Brandon",FA,RB,0.0,0.0,58.0,0.0,3.0,24.0,0.0,1.9,4.5
443,"Toilolo, Levine",ATL,TE,0.0,0.0,0.0,0.0,4.2,29.6,0.0,0.0,4.4
444,"Davis, Geremy",FA,WR,0.0,0.0,1.9,0.0,3.7,38.4,0.0,0.0,4.0
445,"Bostick, Brandon",NYJ,TE,0.0,0.0,0.0,0.0,5.8,40.2,0.0,0.0,4.0
446,"Wright, James",CIN,WR,0.0,0.0,10.6,0.0,3.5,28.1,0.0,0.0,3.9
447,"Moeaki, Tony",FA,TE,0.0,0.0,0.0,0.0,0.8,15.5,0.4,0.0,3.8
448,"Pierce, Bernard",FA,RB,0.0,0.0,32.4,0.0,2.2,5.1,0.0,0.0,3.7
449,"Williams, Dominique",FA,RB,0.0,0.0,31.6,0.0,0.8,5.2,0.0,0.0,3.7
450,"Rainey, Bobby",NYG,RB,0.0,0.0,26.7,0.0,1.5,8.0,0.0,0.0,3.5
451,"Washington, Dwayne",DET,RB,0.0,0.0,12.0,0.0,3.3,33.0,0.0,0.5,3.4
452,"Taylor, Stepfan",ARZ,RB,0.0,0.0,28.1,0.0,0.7,2.9,0.0,0.0,3.1
453,"Mettenberger, Zach",PIT,QB,55.7,0.3,0.9,0.1,0.0,0.0,0.0,0.0,3.1
454,"Vannett, Nick",SEA,TE,0.0,0.0,0.0,0.0,3.2,28.1,0.0,0.0,2.8
455,"Mannion, Sean",RAM,QB,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
456,"McBride, Tre",TEN,WR,0.0,0.0,0.4,0.0,0.8,3.0,0.4,0.0,2.6
457,"Bibbs, Kapri",DEN,RB,0.0,0.0,8.1,0.0,2.4,17.8,0.0,0.0,2.6
458,"Grimble, Xavier",PIT,TE,0.0,0.0,0.0,0.0,1.9,9.7,0.0,0.0,2.5
459,"Collins, Alex",SEA,RB,0.0,0.0,22.5,0.0,0.3,2.0,0.0,0.0,2.4
460,"Swoope, Erik",IND,TE,0.0,0.0,0.0,0.0,3.9,24.5,0.0,0.0,2.4
461,"Thomas, Mike",RAM,WR,0.0,0.0,0.0,0.0,2.3,24.1,0.0,0.0,2.4
462,"Allen, Rashaun",NOR,TE,0.0,0.0,0.0,0.0,2.8,23.1,0.0,0.0,2.3
463,"Wegher, Brandon",FA,RB,0.0,0.0,22.8,0.0,0.1,0.3,0.0,0.0,2.3
464,"Denham, Anthony",FA,TE,0.0,0.0,0.0,0.0,1.7,20.0,0.0,0.0,2.0
465,"Hemingway, Temarrick",RAM,TE,0.0,0.0,0.0,0.0,1.4,10.7,0.0,0.0,2.0
466,"Housler, Robert",FA,TE,0.0,0.0,0.0,0.0,1.6,19.4,0.0,0.0,1.9
467,"Anderson, Derek",CAR,QB,26.8,0.3,-5.0,0.0,0.0,0.0,0.0,0.0,1.6
468,"Erickson, Alex",CIN,WR,0.0,0.0,13.4,0.0,0.7,2.9,0.0,0.0,1.6
469,"Golden, Brittan",FA,WR,0.0,0.0,0.0,0.0,1.0,15.7,0.0,0.0,1.6
470,"Patterson, Cordarrelle",MIN,WR,0.0,0.0,13.5,0.0,0.2,1.7,0.0,0.0,1.5
471,"Moore, Matt",MIA,QB,49.5,0.0,-5.6,0.0,0.0,0.0,0.0,0.0,1.4
472,"Quarless, Andrew",DET,TE,0.0,0.0,0.0,0.0,1.9,13.4,0.0,0.0,1.3
473,"Cleveland, Asante",SDC,TE,0.0,0.0,0.0,0.0,1.3,11.5,0.0,0.0,1.2
474,"Yates, T.J.",HOU,QB,15.8,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.1
475,"Weeden, Brandon",HOU,QB,8.4,0.2,-1.1,0.0,0.0,0.0,0.0,0.0,1.0
476,"Richardson, Daryl",PIT,RB,0.0,0.0,5.4,0.0,1.0,6.0,0.0,0.1,1.0
477,"Ajirotutu, Seyi",PHI,WR,0.0,0.0,0.0,0.0,1.5,8.4,0.0,0.0,0.8
478,"Foster, D.J.",NEP,RB,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.8
479,"Brissett, Jacoby",NEP,QB,19.8,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.8
480,"Atkinson, George",FA,RB,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.5
481,"Uzomah, C.J.",CIN,TE,0.0,0.0,0.0,0.0,0.5,4.2,0.0,0.0,0.4
482,"O'Leary, Nick",BUF,TE,0.0,0.0,0.0,0.0,0.2,4.2,0.0,0.0,0.4
483,"Ripkowski, Aaron",GBP,RB,0.0,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.3
484,"Hammond, Frankie",FA,WR,0.0,0.0,0.0,0.0,1.2,3.5,0.0,0.0,0.3
485,"Barber, Peyton",FA,RB,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.2
486,"Spencer, Evan",TBB,WR,0.0,0.0,0.0,0.0,0.2,1.9,0.0,0.0,0.2
487,"Tanney, Alex",TEN,QB,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
488,"Winn, George",FA,RB,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.1
489,"Burton, Trey",PHI,TE,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.1
490,"Telfer, Randall",CLE,TE,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1
491,"Slater, Matt",NEP,WR,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.1
492,"Adams, Jerell",NYG,TE,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.1
493,"Davis, Austin",DEN,QB,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
494,"Williams, Trey",FA,RB,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1
495,"McCown, Luke",NOR,QB,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,"Lee, Jay",FA,WR,0.0,0.0,-0.2,0.0,0.2,2.4,0.0,0.1,0.0
497,"Sandland, Beau",FA,TE,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
498,"Turner, Paul",PHI,WR,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
499,"Burse, Isaiah",SDC,WR,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
500,"Simonson, Scott",CAR,TE,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
501,"Robinson, Demarcus",KCC,WR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0
502,"Ross, Brandon",GBP,RB,0.0,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,-0.1
503,"Pope, Troymaine",FA,RB,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.1,-0.1
504,"Streater, Rod",SFO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
505,"Mayle, Vince",FA,WR,0.0,0.0,-1.4,0.0,0.0,0.0,0.0,0.0,-0.1
506,"Powell, Walter",BUF,WR,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,-0.1
507,"Hackenberg, Christian",NYJ,QB,0.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,-0.2
508,"Jackson, Darius",DAL,RB,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,-0.2
509,"Daniel, Chase",PHI,QB,7.5,0.0,-5.2,0.0,0.0,0.0,0.0,0.0,-0.2
510,"Flynn, Matt",NOR,QB,8.6,0.0,-2.2,0.0,0.0,0.0,0.0,0.2,-0.3
511,"Boykin, Trevone",SEA,QB,16.1,0.0,-9.3,0.0,0.0,0.0,0.0,0.0,-0.3
512,"Boyce, Josh",FA,WR,0.0,0.0,0.0,0.0,1.2,5.4,0.0,0.6,-0.7
513,"Wilder, James",FA,RB,0.0,0.0,12.6,0.0,0.0,0.0,0.0,1.1,-0.9
514,"Murphy, Marcus",NOR,RB,0.0,0.0,3.4,0.0,0.0,0.6,0.0,0.7,-1.0
515,"Renfree, Sean",FA,QB,5.7,0.0,-2.1,0.0,0.0,0.0,0.0,0.0,-1.1
516,"Holton, Johnny",OAK,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.3
517,"Watson, Terrell",CLE,RB,0.0,0.0,14.3,0.0,1.2,0.6,0.0,1.4,-1.3
518,"Neal, Rajion",CLE,RB,0.0,0.0,14.3,0.0,1.2,0.6,0.0,1.4,-1.3
519,"Rogers, Chester",IND,WR,0.0,0.0,0.0,0.0,2.1,9.5,0.0,1.1,-1.3
520,"Grant, Corey",JAC,RB,0.0,0.0,2.4,0.0,2.5,10.0,0.0,1.3,-1.3
521,"Brown, Daniel",FA,WR,0.0,0.0,0.0,0.0,1.8,16.0,0.0,2.0,-2.5
522,"Schaub, Matt",ATL,QB,105.6,0.2,-3.7,0.0,0.0,0.0,0.0,1.2,-3.4
523,"Mostert, Raheem",CLE,RB,0.0,0.0,5.0,0.0,0.5,0.2,0.0,2.6,-4.8

